140	10	0.0	0.0	0.0
140	20	0.0	0.0	0.0
140	40	0.0	0.0	0.0
140	80	5.0	2.70875	7.29125
140	160	30.0	22.61094077368438	37.389059226315624
140	200	75.0	63.54375	86.45625
140	400	1500.0	1406.0866962299804	1593.9133037700196
160	10	0.0	0.0	0.0
160	20	0.0	0.0	0.0
160	40	0.0	0.0	0.0
160	80	5.0	2.70875	7.29125
160	160	60.0	48.6511786955649	71.3488213044351
160	200	162.5	137.09741781549315	187.90258218450685
160	400	3225.0	3076.775426584987	3373.224573415013
180	10	0.0	0.0	0.0
180	20	0.0	0.0	0.0
180	40	2.5	1.354375	3.645625
180	80	0.0	0.0	0.0
180	160	160.0	141.06885740373815	178.93114259626185
180	200	450.0	417.06120590777493	482.93879409222507
180	400	6200.0	6002.721733964433	6397.278266035567
200	10	0.0	0.0	0.0
200	20	0.0	0.0	0.0
200	40	0.0	0.0	0.0
200	80	10.0	6.869556540999342	13.130443459000658
200	160	280.0	259.37026563428407	300.62973436571593
200	200	825.0	787.7011523091866	862.2988476908134
200	400	11675.0	11449.745535612361	11900.254464387639
220	10	0.0	0.0	0.0
220	20	0.0	0.0	0.0
220	40	2.5	1.354375	3.645625
220	80	55.0	45.70230436815122	64.29769563184878
220	160	580.0	552.505	607.495
220	200	1587.5	1541.3183798355274	1633.6816201644726
220	400	16700.0	16371.037350334418	17028.96264966558
