140	10	0.0	0.0	0.0
140	20	0.0	0.0	0.0
140	40	0.0	0.0	0.0
140	80	0.0	0.0	0.0
140	160	0.0	0.0	0.0
140	200	0.0	0.0	0.0
140	400	25.0	13.543750000000001	36.45625
160	10	0.0	0.0	0.0
160	20	0.0	0.0	0.0
160	40	0.0	0.0	0.0
160	80	0.0	0.0	0.0
160	160	0.0	0.0	0.0
160	200	25.0	17.173891352498355	32.82610864750164
160	400	250.0	213.05470386842188	286.9452961315781
180	10	0.0	0.0	0.0
180	20	0.0	0.0	0.0
180	40	0.0	0.0	0.0
180	80	0.0	0.0	0.0
180	160	0.0	0.0	0.0
180	200	25.0	17.173891352498355	32.82610864750164
180	400	550.0	503.0433481149901	596.9566518850098
200	10	0.0	0.0	0.0
200	20	0.0	0.0	0.0
200	40	0.0	0.0	0.0
200	80	0.0	0.0	0.0
200	160	0.0	0.0	0.0
200	200	12.5	6.7718750000000005	18.228125
200	400	1350.0	1255.5293423530354	1444.4706576469646
220	10	0.0	0.0	0.0
220	20	0.0	0.0	0.0
220	40	0.0	0.0	0.0
220	80	0.0	0.0	0.0
220	160	20.0	13.739113081998685	26.260886918001315
220	200	25.0	13.543750000000001	36.45625
220	400	3475.0	3286.638438497759	3663.361561502241
