140	10	0.0	0.0	0.0
140	20	0.0	0.0	0.0
140	40	0.0	0.0	0.0
140	80	0.0	0.0	0.0
140	160	0.0	0.0	0.0
140	200	0.0	0.0	0.0
140	400	100.0	79.50643698621442	120.49356301378558
160	10	0.0	0.0	0.0
160	20	0.0	0.0	0.0
160	40	0.0	0.0	0.0
160	80	0.0	0.0	0.0
160	160	0.0	0.0	0.0
160	200	12.5	6.7718750000000005	18.228125
160	400	350.0	313.0547038684219	386.9452961315781
180	10	0.0	0.0	0.0
180	20	0.0	0.0	0.0
180	40	0.0	0.0	0.0
180	80	0.0	0.0	0.0
180	160	10.0	5.4175	14.5825
180	200	50.0	36.7714619571927	63.2285380428073
180	400	1000.0	905.3442870186907	1094.6557129813093
200	10	0.0	0.0	0.0
200	20	0.0	0.0	0.0
200	40	0.0	0.0	0.0
200	80	0.0	0.0	0.0
200	160	40.0	31.80257479448577	48.19742520551423
200	200	75.0	60.81397336945612	89.18602663054388
200	400	2575.0	2457.906887311582	2692.093112688418
220	10	0.0	0.0	0.0
220	20	0.0	0.0	0.0
220	40	0.0	0.0	0.0
220	80	0.0	0.0	0.0
220	160	60.0	48.6511786955649	71.3488213044351
220	200	275.0	250.0755245478967	299.9244754521033
220	400	5375.0	5197.94008277122	5552.05991722878
